,customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,state,property_valuation,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,tran_counts,age,profit,age_group
10,1,Female,93.0,Health,Mass Customer,N,Yes,11.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,11,69.0,509.97,Senior Adults
11,2,Male,81.0,Financial Services,Mass Customer,N,Yes,16.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,3,42.0,448.67999999999995,Adults
12,2,Male,81.0,Financial Services,Mass Customer,N,Yes,16.0,NSW,10.0,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,3,42.0,547.28,Adults
13,2,Male,81.0,Financial Services,Mass Customer,N,Yes,16.0,NSW,10.0,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,3,42.0,1230.3000000000002,Adults
21,4,Male,33.0,IT,Mass Customer,N,No,7.0,QLD,9.0,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2,61.0,41.129999999999995,Senior Adults
22,4,Male,33.0,IT,Mass Customer,N,No,7.0,QLD,9.0,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2,61.0,179.44,Senior Adults
23,5,Female,56.0,Manufacturing,Affluent Customer,N,Yes,8.0,NSW,4.0,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,6,46.0,309.80999999999995,Adults
24,5,Female,56.0,Manufacturing,Affluent Customer,N,Yes,8.0,NSW,4.0,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,6,46.0,75.75,Adults
25,5,Female,56.0,Manufacturing,Affluent Customer,N,Yes,8.0,NSW,4.0,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,6,46.0,75.48000000000002,Adults
26,5,Female,56.0,Manufacturing,Affluent Customer,N,Yes,8.0,NSW,4.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,6,46.0,1230.27,Adults
27,5,Female,56.0,Manufacturing,Affluent Customer,N,Yes,8.0,NSW,4.0,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,6,46.0,129.01,Adults
28,5,Female,56.0,Manufacturing,Affluent Customer,N,Yes,8.0,NSW,4.0,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,6,46.0,574.6200000000001,Adults
29,6,Male,35.0,Retail,High Net Worth,N,Yes,13.0,VIC,9.0,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,5,57.0,143.35999999999999,Adults
30,6,Male,35.0,Retail,High Net Worth,N,Yes,13.0,VIC,9.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,5,57.0,57.72999999999999,Adults
31,6,Male,35.0,Retail,High Net Worth,N,Yes,13.0,VIC,9.0,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,5,57.0,1028.76,Adults
32,6,Male,35.0,Retail,High Net Worth,N,Yes,13.0,VIC,9.0,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,5,57.0,1660.88,Adults
33,6,Male,35.0,Retail,High Net Worth,N,Yes,13.0,VIC,9.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,5,57.0,1055.82,Adults
34,7,Female,6.0,Financial Services,Affluent Customer,N,Yes,11.0,NSW,9.0,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,3,47.0,114.93,Adults
35,7,Female,6.0,Financial Services,Affluent Customer,N,Yes,11.0,NSW,9.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,3,47.0,90.09999999999997,Adults
36,7,Female,6.0,Financial Services,Affluent Customer,N,Yes,11.0,NSW,9.0,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,3,47.0,15.080000000000005,Adults
37,8,Male,31.0,Manufacturing,Mass Customer,N,No,7.0,NSW,4.0,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,9,61.0,209.84000000000003,Senior Adults
38,8,Male,31.0,Manufacturing,Mass Customer,N,No,7.0,NSW,4.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,9,61.0,1702.5499999999997,Senior Adults
39,8,Male,31.0,Manufacturing,Mass Customer,N,No,7.0,NSW,4.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,9,61.0,309.80999999999995,Senior Adults
40,8,Male,31.0,Manufacturing,Mass Customer,N,No,7.0,NSW,4.0,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,9,61.0,128.45999999999992,Senior Adults
41,8,Male,31.0,Manufacturing,Mass Customer,N,No,7.0,NSW,4.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,9,61.0,451.6500000000001,Senior Adults
42,8,Male,31.0,Manufacturing,Mass Customer,N,No,7.0,NSW,4.0,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,9,61.0,1305.25,Senior Adults
43,8,Male,31.0,Manufacturing,Mass Customer,N,No,7.0,NSW,4.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,9,61.0,451.6500000000001,Senior Adults
44,8,Male,31.0,Manufacturing,Mass Customer,N,No,7.0,NSW,4.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,9,61.0,448.67999999999995,Senior Adults
45,8,Male,31.0,Manufacturing,Mass Customer,N,No,7.0,NSW,4.0,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,9,61.0,356.5,Senior Adults
46,9,Female,97.0,Argiculture,Affluent Customer,N,Yes,8.0,NSW,12.0,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,6,50.0,327.9799999999999,Adults
47,9,Female,97.0,Argiculture,Affluent Customer,N,Yes,8.0,NSW,12.0,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,6,50.0,547.28,Adults
48,9,Female,97.0,Argiculture,Affluent Customer,N,Yes,8.0,NSW,12.0,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,6,50.0,437.46,Adults
49,9,Female,97.0,Argiculture,Affluent Customer,N,Yes,8.0,NSW,12.0,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,6,50.0,198.22000000000003,Adults
50,9,Female,97.0,Argiculture,Affluent Customer,N,Yes,8.0,NSW,12.0,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,6,50.0,91.15,Adults
51,9,Female,97.0,Argiculture,Affluent Customer,N,Yes,8.0,NSW,12.0,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,6,50.0,751.02,Adults
57,11,Male,99.0,Property,Mass Customer,N,No,9.0,VIC,8.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,5,69.0,133.7800000000002,Senior Adults
58,11,Male,99.0,Property,Mass Customer,N,No,9.0,VIC,8.0,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,5,69.0,1103.43,Senior Adults
59,11,Male,99.0,Property,Mass Customer,N,No,9.0,VIC,8.0,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,5,69.0,299.27,Senior Adults
60,11,Male,99.0,Property,Mass Customer,N,No,9.0,VIC,8.0,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,5,69.0,1103.43,Senior Adults
61,11,Male,99.0,Property,Mass Customer,N,No,9.0,VIC,8.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,5,69.0,451.6500000000001,Senior Adults
62,12,Male,58.0,Manufacturing,Mass Customer,N,No,8.0,QLD,4.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,7,29.0,1230.27,Young Adults
63,12,Male,58.0,Manufacturing,Mass Customer,N,No,8.0,QLD,4.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,7,29.0,90.09999999999997,Young Adults
64,12,Male,58.0,Manufacturing,Mass Customer,N,No,8.0,QLD,4.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,7,29.0,90.09999999999997,Young Adults
65,12,Male,58.0,Manufacturing,Mass Customer,N,No,8.0,QLD,4.0,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,7,29.0,25.08999999999999,Young Adults
66,12,Male,58.0,Manufacturing,Mass Customer,N,No,8.0,QLD,4.0,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,7,29.0,1660.88,Young Adults
67,12,Male,58.0,Manufacturing,Mass Customer,N,No,8.0,QLD,4.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,7,29.0,309.80999999999995,Young Adults
68,12,Male,58.0,Manufacturing,Mass Customer,N,No,8.0,QLD,4.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,7,29.0,133.7800000000002,Young Adults
69,13,Male,38.0,Financial Services,High Net Worth,N,Yes,8.0,VIC,6.0,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,7,68.0,574.6200000000001,Senior Adults
70,13,Male,38.0,Financial Services,High Net Worth,N,Yes,8.0,VIC,6.0,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,7,68.0,133.7800000000002,Senior Adults
71,13,Male,38.0,Financial Services,High Net Worth,N,Yes,8.0,VIC,6.0,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,7,68.0,1305.25,Senior Adults
72,13,Male,38.0,Financial Services,High Net Worth,N,Yes,8.0,VIC,6.0,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,7,68.0,327.9799999999999,Senior Adults
73,13,Male,38.0,Financial Services,High Net Worth,N,Yes,8.0,VIC,6.0,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,7,68.0,198.29000000000002,Senior Adults
74,13,Male,38.0,Financial Services,High Net Worth,N,Yes,8.0,VIC,6.0,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,7,68.0,1630.25,Senior Adults
75,13,Male,38.0,Financial Services,High Net Worth,N,Yes,8.0,VIC,6.0,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,7,68.0,167.20999999999998,Senior Adults
76,14,Female,85.0,Financial Services,Affluent Customer,N,No,6.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,3,40.0,45.96000000000001,Adults
77,14,Female,85.0,Financial Services,Affluent Customer,N,No,6.0,NSW,8.0,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,3,40.0,1592.19,Adults
78,14,Female,85.0,Financial Services,Affluent Customer,N,No,6.0,NSW,8.0,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,3,40.0,75.75,Adults
79,15,Male,91.0,Manufacturing,Mass Customer,N,No,1.0,NSW,9.0,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,6,23.0,167.20999999999998,Young Adults
80,15,Male,91.0,Manufacturing,Mass Customer,N,No,1.0,NSW,9.0,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,6,23.0,1230.3000000000002,Young Adults
81,15,Male,91.0,Manufacturing,Mass Customer,N,No,1.0,NSW,9.0,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,6,23.0,104.24000000000001,Young Adults
82,15,Male,91.0,Manufacturing,Mass Customer,N,No,1.0,NSW,9.0,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,6,23.0,144.26,Young Adults
83,15,Male,91.0,Manufacturing,Mass Customer,N,No,1.0,NSW,9.0,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,6,23.0,17.869999999999997,Young Adults
84,15,Male,91.0,Manufacturing,Mass Customer,N,No,1.0,NSW,9.0,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,6,23.0,64.50999999999999,Young Adults
85,16,Male,38.0,Manufacturing,Mass Customer,N,Yes,18.0,VIC,4.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,5,46.0,1702.5499999999997,Adults
86,16,Male,38.0,Manufacturing,Mass Customer,N,Yes,18.0,VIC,4.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,5,46.0,641.64,Adults
87,16,Male,38.0,Manufacturing,Mass Customer,N,Yes,18.0,VIC,4.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,5,46.0,1592.19,Adults
88,16,Male,38.0,Manufacturing,Mass Customer,N,Yes,18.0,VIC,4.0,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,5,46.0,129.01,Adults
89,16,Male,38.0,Manufacturing,Mass Customer,N,Yes,18.0,VIC,4.0,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,5,46.0,456.44999999999993,Adults
90,17,Male,57.0,Manufacturing,Affluent Customer,N,Yes,15.0,VIC,9.0,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,5,61.0,179.44,Senior Adults
91,17,Male,57.0,Manufacturing,Affluent Customer,N,Yes,15.0,VIC,9.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,5,61.0,1055.82,Senior Adults
92,17,Male,57.0,Manufacturing,Affluent Customer,N,Yes,15.0,VIC,9.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,5,61.0,448.67999999999995,Senior Adults
93,17,Male,57.0,Manufacturing,Affluent Customer,N,Yes,15.0,VIC,9.0,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,5,61.0,198.29000000000002,Senior Adults
94,17,Male,57.0,Manufacturing,Affluent Customer,N,Yes,15.0,VIC,9.0,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,5,61.0,133.38,Senior Adults
95,18,Female,79.0,Manufacturing,Affluent Customer,N,No,11.0,NSW,12.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,7,56.0,471.6,Adults
96,18,Female,79.0,Manufacturing,Affluent Customer,N,No,11.0,NSW,12.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,7,56.0,509.97,Adults
97,18,Female,79.0,Manufacturing,Affluent Customer,N,No,11.0,NSW,12.0,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,7,56.0,50.66,Adults
98,18,Female,79.0,Manufacturing,Affluent Customer,N,No,11.0,NSW,12.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,7,56.0,641.64,Adults
99,18,Female,79.0,Manufacturing,Affluent Customer,N,No,11.0,NSW,12.0,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,7,56.0,583.2700000000001,Adults
100,18,Female,79.0,Manufacturing,Affluent Customer,N,No,11.0,NSW,12.0,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,7,56.0,1103.43,Adults
101,18,Female,79.0,Manufacturing,Affluent Customer,N,No,11.0,NSW,12.0,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,7,56.0,182.81000000000017,Adults
102,19,Female,76.0,Manufacturing,High Net Worth,N,No,1.0,NSW,9.0,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2,22.0,144.26,Young Adults
103,19,Female,76.0,Manufacturing,High Net Worth,N,No,1.0,NSW,9.0,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2,22.0,1592.19,Young Adults
104,20,Male,72.0,Manufacturing,Mass Customer,N,No,11.0,NSW,8.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,4,43.0,451.6500000000001,Adults
105,20,Male,72.0,Manufacturing,Mass Customer,N,No,11.0,NSW,8.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,4,43.0,641.64,Adults
106,20,Male,72.0,Manufacturing,Mass Customer,N,No,11.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,4,43.0,812.44,Adults
107,20,Male,72.0,Manufacturing,Mass Customer,N,No,11.0,NSW,8.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,4,43.0,1702.5499999999997,Adults
108,21,Male,74.0,Manufacturing,Affluent Customer,N,Yes,16.0,NSW,7.0,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,5,43.0,1544.6100000000001,Adults
109,21,Male,74.0,Manufacturing,Affluent Customer,N,Yes,16.0,NSW,7.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,5,43.0,1702.5499999999997,Adults
110,21,Male,74.0,Manufacturing,Affluent Customer,N,Yes,16.0,NSW,7.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,5,43.0,90.09999999999997,Adults
111,21,Male,74.0,Manufacturing,Affluent Customer,N,Yes,16.0,NSW,7.0,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,5,43.0,709.34,Adults
112,21,Male,74.0,Manufacturing,Affluent Customer,N,Yes,16.0,NSW,7.0,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,5,43.0,182.81000000000017,Adults
127,24,Female,55.0,Argiculture,Mass Customer,N,Yes,15.0,NSW,10.0,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,7,45.0,693.76,Adults
128,24,Female,55.0,Argiculture,Mass Customer,N,Yes,15.0,NSW,10.0,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,7,45.0,450.77,Adults
129,24,Female,55.0,Argiculture,Mass Customer,N,Yes,15.0,NSW,10.0,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,7,45.0,1305.25,Adults
130,24,Female,55.0,Argiculture,Mass Customer,N,Yes,15.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,7,45.0,509.97,Adults
131,24,Female,55.0,Argiculture,Mass Customer,N,Yes,15.0,NSW,10.0,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,7,45.0,17.869999999999997,Adults
132,24,Female,55.0,Argiculture,Mass Customer,N,Yes,15.0,NSW,10.0,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,7,45.0,583.2700000000001,Adults
133,24,Female,55.0,Argiculture,Mass Customer,N,Yes,15.0,NSW,10.0,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,7,45.0,128.45999999999992,Adults
134,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,12,46.0,693.76,Adults
135,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,12,46.0,1230.27,Adults
136,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,12,46.0,104.24000000000001,Adults
137,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,12,46.0,1279.3999999999999,Adults
138,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,12,46.0,143.82,Adults
139,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,12,46.0,91.15,Adults
140,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,12,46.0,327.9799999999999,Adults
141,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,12,46.0,91.15,Adults
142,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,12,46.0,133.7800000000002,Adults
143,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,12,46.0,15.080000000000005,Adults
144,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,12,46.0,1055.82,Adults
145,25,Male,72.0,Financial Services,Mass Customer,N,Yes,21.0,QLD,3.0,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,12,46.0,167.20999999999998,Adults
146,26,Female,12.0,Financial Services,Mass Customer,N,Yes,16.0,QLD,5.0,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2,45.0,129.01,Adults
147,26,Female,12.0,Financial Services,Mass Customer,N,Yes,16.0,QLD,5.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2,45.0,139.2299999999999,Adults
148,27,Male,37.0,Health,Mass Customer,N,Yes,12.0,VIC,7.0,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,7,44.0,1630.25,Adults
149,27,Male,37.0,Health,Mass Customer,N,Yes,12.0,VIC,7.0,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,7,44.0,50.66,Adults
150,27,Male,37.0,Health,Mass Customer,N,Yes,12.0,VIC,7.0,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,7,44.0,356.5,Adults
151,27,Male,37.0,Health,Mass Customer,N,Yes,12.0,VIC,7.0,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,7,44.0,155.6500000000001,Adults
152,27,Male,37.0,Health,Mass Customer,N,Yes,12.0,VIC,7.0,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,7,44.0,209.84000000000003,Adults
153,27,Male,37.0,Health,Mass Customer,N,Yes,12.0,VIC,7.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,7,44.0,133.7800000000002,Adults
154,27,Male,37.0,Health,Mass Customer,N,Yes,12.0,VIC,7.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,7,44.0,737.5699999999999,Adults
155,28,Male,5.0,Health,Affluent Customer,N,Yes,21.0,QLD,4.0,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,6,49.0,1383.6100000000001,Adults
156,28,Male,5.0,Health,Affluent Customer,N,Yes,21.0,QLD,4.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,6,49.0,90.09999999999997,Adults
157,28,Male,5.0,Health,Affluent Customer,N,Yes,21.0,QLD,4.0,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,6,49.0,198.29000000000002,Adults
158,28,Male,5.0,Health,Affluent Customer,N,Yes,21.0,QLD,4.0,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,6,49.0,4.8,Adults
159,28,Male,5.0,Health,Affluent Customer,N,Yes,21.0,QLD,4.0,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,6,49.0,1230.3000000000002,Adults
160,28,Male,5.0,Health,Affluent Customer,N,Yes,21.0,QLD,4.0,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,6,49.0,459.46000000000015,Adults
161,29,Female,62.0,Manufacturing,Mass Customer,N,No,19.0,QLD,7.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,9,55.0,471.6,Adults
162,29,Female,62.0,Manufacturing,Mass Customer,N,No,19.0,QLD,7.0,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,9,55.0,139.2299999999999,Adults
163,29,Female,62.0,Manufacturing,Mass Customer,N,No,19.0,QLD,7.0,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,9,55.0,75.48000000000002,Adults
164,29,Female,62.0,Manufacturing,Mass Customer,N,No,19.0,QLD,7.0,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,9,55.0,1028.76,Adults
165,29,Female,62.0,Manufacturing,Mass Customer,N,No,19.0,QLD,7.0,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,9,55.0,693.76,Adults
166,29,Female,62.0,Manufacturing,Mass Customer,N,No,19.0,QLD,7.0,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,9,55.0,751.02,Adults
167,29,Female,62.0,Manufacturing,Mass Customer,N,No,19.0,QLD,7.0,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,9,55.0,1660.88,Adults
168,29,Female,62.0,Manufacturing,Mass Customer,N,No,19.0,QLD,7.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,9,55.0,139.2299999999999,Adults
169,29,Female,62.0,Manufacturing,Mass Customer,N,No,19.0,QLD,7.0,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,9,55.0,1215.34,Adults
170,30,Male,18.0,IT,Affluent Customer,N,Yes,6.0,NSW,11.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,3,61.0,1702.5499999999997,Senior Adults
171,30,Male,18.0,IT,Affluent Customer,N,Yes,6.0,NSW,11.0,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,3,61.0,104.24000000000001,Senior Adults
172,30,Male,18.0,IT,Affluent Customer,N,Yes,6.0,NSW,11.0,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,3,61.0,827.1599999999999,Senior Adults
173,31,Female,3.0,Telecommunications,High Net Worth,N,Yes,14.0,NSW,12.0,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,4,60.0,75.13999999999999,Adults
174,31,Female,3.0,Telecommunications,High Net Worth,N,Yes,14.0,NSW,12.0,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,4,60.0,189.27999999999997,Adults
